# High-quality Arabidopsis PPIs dataset, a total of 11858 PPIs.
Protein1	Protein2
Q8LPR5	Q9M2Q6
Q8LPR5	Q9LXD8
A1YKT1	F4K1A8
Q6NLH4	Q9LJ44
Q93VJ4	Q9LK48
O50055	Q8L4B2
C0SUZ3	Q9C9L2
C0SUZ3	O64722
C0SUZ3	Q94KL5
Q6X7J9	Q9SVX5
A0A178W5Y4	Q9C9A9
Q9FUD3	Q9LQ65
Q8LPR5	Q9ZW36
O22781	Q8LPR5
Q9SIZ5	Q9SZL8
Q8GXR6	Q8VZI9
Q9FG01	Q9SK91
O23090	Q9LV59
A0A178VFA3	P48000
Q8L8A8	Q93VH6
F4KCU5	P29382
P33078	Q38824
Q56XU4	Q9S7W5
P46601	Q8GXM7
Q8L746	Q93ZE2
Q8LPR5	Q8RU59
Q8S3D2	Q9S7H5
Q9LYU3	Q9S7H5
B9DHT4	Q8L5T5
Q05153	Q9M2K8
F4JI72	O22179
F4JI72	Q9ZVC9
P49678	Q38831
Q8VZI9	Q9FG01
O23090	Q8LPR5
O81836	Q8LPR5
Q8L8A5	Q8LPR5
Q9LHF0	Q9LXU1
O81836	Q93Z00
Q9ASQ2	Q9M126
Q93Y00	Q9FJ00
Q8L4B2	Q9S7W5
Q39264	Q8LPR5
Q8W4I5	Q9M2V2
O04292	Q8LAL2
P33077	Q38824
O04541	Q9FLV7
Q8GXL7	Q9S7H5
Q9S7W5	Q9SIT9
Q8LPR5	Q9SLA1
Q84VG7	Q93Z00
Q9FPW6	Q9M126
P59467	Q9SHE9
A9LNK9	Q945M9
O24409	Q38824
Q94JL3	Q9M128
Q4PSE2	Q8L925
F4JFG2	Q0WNR6
F4JI72	O64722
C0SVM5	Q9SK53
Q9LXU1	Q9ZVC9
O80674	Q9XIN0
F4K5X6	O64647
Q93Z00	Q9FG01
O80748	P35631
Q9C9L2	Q9S7H5
O04017	O82277
P46600	P92953
Q4PSE2	Q9S7W5
Q8LDC8	Q9LXU1
A0A178UQH2	Q9M274
Q9LTH4	Q9SDW0
Q4PSE2	Q9FGJ3
F4JI72	Q9XI84
Q9C518	Q9ZVC9
Q9LK95	Q9S7H5
Q8L8A5	Q9ZQ12
Q9FTA2	Q9SIT9
Q93Z00	Q9SLA1
Q84VG7	Q8LPR5
O80450	Q9SDW0
O23063	Q9SFV2
Q9LDT3	Q9LNJ5
Q9LQF0	Q9SEZ3
F4K5T4	Q8LA53
Q84JG2	Q9ASZ1
C0SUZ3	Q93ZE2
O80748	Q9SFV6
O82239	Q9C9L2
Q4PSE2	Q9SK53
Q58G01	Q9SIZ5
Q9C8Z9	Q9LJX1
Q93Z00	Q9LXU1
F4JI72	Q9ASZ1
B5X4Z4	Q9XGN1
Q9LMA8	Q9ZVC9
O04292	P46602
Q84JP1	Q9ZVC9
C0SUZ3	Q9FMX2
Q5XVH0	Q9FJ00
B9DHT4	Q2HIW3
Q9S7W5	Q9SLA1
Q6R0A6	Q9ZWA2
Q39264	Q9FMX2
P46604	Q9XI84
Q8LPR5	Q9LM84
Q93Z00	Q9LM84
O04292	Q05466
B9DHT4	F4IPE3
Q8LPR5	Q9ZVP8
Q8LPR5	Q9S7H5
B9DHT4	Q9AT61
O22781	O64647
Q9S7W5	Q9SIZ5
O23063	Q05153
Q9LNJ5	Q9LXU1
F4I9R1	Q9LNE0
Q38831	Q8H174
Q8GXT3	Q9M128
Q93Y00	Q9C707
O50055	Q6NLH4
Q8GV05	Q9FH80
Q9FIW9	Q9LJW5
F4JI72	Q9XGN1
Q9LXU1	Q9SVX5
Q8GWP0	Q9LXU1
Q8L8A5	Q9FG68
P93830	Q8LPR5
O23379	Q8L4B2
Q8L4B2	Q9FGJ3
O80748	Q39264
O64647	Q9FX77
P0C7Q8	Q9FME3
Q9LM84	Q9S7W5
O04292	Q94JL3
O04292	Q66GR3
B9DHT4	F4IEB6
C0SUZ3	Q8L8A6
Q9C518	Q9C9L2
F4IPE3	Q8L925
Q9SK33	Q9ZSI7
Q8VZ20	Q9LST3
Q8VY64	Q9S7W5
F4JI72	Q9LUC1
O80340	Q93Z00
Q0WPF2	Q945M9
F4JCN9	Q8GYY1
Q9M0R0	Q9SN22
Q9SZL7	Q9SZL8
Q39057	Q9LXU1
O04027	Q9FGP8
F4IP06	Q1PF16
A0A178VTR0	A0A178W1H3
Q8LAL2	Q9C5W9
Q8LC79	Q93Z00
Q9FGJ3	Q9SMP0
Q9FMY7	Q9SVL0
A0A1I9LTW1	Q9FG01
P48000	Q8W475
F4JI72	Q9SZL8
C0SVM5	Q9LVG4
Q8W4J8	Q9LNJ5
O48847	Q9LQT8
P43273	Q39234
O80748	Q9FJV5
A0A178VFA3	Q9C7T4
F4JI72	Q9C7T4
Q7X887	Q8GWP0
Q94KL5	Q9FG01
Q9LET0	Q9XIN0
O80450	Q9SFV2
O80450	Q9LTH4
F4JI72	P92953
O64647	Q9LXU1
C0SV91	C0SVM5
Q8LAT0	Q9LXU1
Q5XEN5	Q9CAV7
Q4PSE2	Q8LPR5
A0A178U8Q1	Q8LPR5
P46601	Q9SFV2
Q84MB2	Q9FHZ1
O22781	Q9FMX2
F4JN35	Q9ASQ2
Q39237	Q9FMX2
Q56XU4	Q9FMX2
Q39266	Q8LPR5
Q8GXL7	Q8L4B2
O04292	Q9LVG2
Q8L7G0	Q8LAL2
Q9FX53	Q9S7W5
Q7X887	Q9M1U4
Q93Z00	Q9SB92
Q0WPF2	Q9SB92
Q84MB2	Q9ZW36
O23090	O82277
Q0V7X4	Q9ZVB5
F4K5X6	Q9S7W5
Q9LSI4	Q9LXU1
Q4PSE2	Q93Z00
F4K5X6	Q93Z00
Q9SZJ6	Q9ZSI7
P46600	Q05466
Q3E958	Q94C37
O82617	Q8VZP4
Q9LQF0	Q9LQZ5
Q4PSE2	Q9C9L2
Q9LV59	Q9S7W5
Q7XJK6	Q9C9L2
P42777	Q9LES3
O64722	Q9SFV2
O64722	Q4PSE2
A0A178VFA3	Q8LBW3
O82277	Q9S7W5
O80340	O80450
C0SVM5	Q8L500
O82239	Q84WI0
Q93XW7	Q9LXU1
Q38828	Q38831
Q8VZS3	Q9XI84
O82277	Q9XI84
Q9LR91	Q9SDW0
Q9LT89	Q9SEZ3
Q38831	Q8RYC6
Q9FMX2	Q9SIT9
Q38826	Q8H174
F4JI72	Q9SLA1
Q8GXR6	Q9LJG8
O80340	Q9FTA2
A8MS70	O24646
F4JI72	Q9FMC2
C0SVM5	O50055
Q9C6K4	Q9LXU1
P33077	Q8LAL2
P29382	Q9LV59
B9DHT4	Q9C5W9
F4JI72	P46639
O65426	Q9FFH0
Q9C9L2	Q9CAR0
F4K1A8	Q9LT89
Q39234	Q3ECU8
A0A178UQH2	Q9C878
Q9FDW1	Q9XGN1
P0C7Q8	Q93Z00
O04541	Q8W4L5
O82277	Q9SIT9
Q8GWP4	Q9FIW9
Q8LPR5	Q9SIB4
O82239	Q9S7W5
O22179	Q9SN12
Q8S3D1	Q9ZUG9
Q8VYD2	Q9SJM4
Q8VYD2	Q9SFV2
Q9LRH6	Q9ZVC9
Q0V7X4	Q9T072
Q8LBW3	Q9FME3
O22781	O82277
A0A178U8Q1	O82277
O64685	Q9M274
F4JI72	Q9S7W5
Q9LXU1	Q9S7W5
Q84WI0	Q8LPR5
Q8S3D1	Q9C598
Q9FIX5	Q9XGN1
Q8H102	Q9C690
Q84JP1	Q8L4B2
Q8L4B2	Q9LDL9
O23210	Q7X9H1
Q4PSE2	Q9C7E8
F4J6V1	Q0WNR6
Q8LPR5	Q9XI84
Q56XU4	Q9SVD5
C0SUZ3	Q9SIV3
C0SUZ3	Q66GR3
O82277	Q9C9N3
Q5XVH0	Q9FHA2
O64647	Q9ZVP8
Q1PF16	Q1PF17
F4JI72	Q9ZW36
O22781	Q9S7W5
F4IP06	P46639
O22230	O64647
F4JI72	O22230
Q9LVJ7	Q9SMP0
Q05153	Q8LG05
F4JCN9	Q9SUM5
Q9LXA9	Q9M128
O82617	Q58FU4
O81801	Q8LA53
Q8S9M3	Q9MAL9
Q9C9E3	Q9LNJ5
Q38824	Q8RYC8
O65517	Q93Z00
Q4PSE2	Q7XA73
B9DHT4	Q9FMZ4
Q93Y00	Q9M0X8
O82277	Q9LNV5
Q8LPR5	Q93XM6
Q8L4B2	Q9LU68
Q0V7X4	Q9XIJ1
Q9C9L2	Q9FXH7
Q8S3D2	Q9FMF4
O82277	Q8L4B2
Q39264	Q93Z00
P93751	Q9XI84
F4JI72	Q9FX77
O22967	Q8RYC8
Q9C6K4	Q9LMN5
C0SUZ3	Q04088
Q9C9L2	Q9LQF0
O82277	Q6X7J9
O22152	Q9C9X7
Q9S7Y1	Q9XIN0
P43273	Q9S7H5
Q5CCK4	Q9SIT9
Q39057	Q9SJU5
B9DHT4	Q38826
F4JYG0	O22781
Q0WPF2	Q8VY64
Q9FGJ3	Q9LHG0
Q05153	Q38829
F4K5T4	Q9LYB9
Q9FME3	Q9LXD8
Q7X9H5	Q9FLL0
A0A178VFA3	Q9C6V3
O80340	Q9LQF0
A0A178VFA3	Q9LQF0
Q9M7Q4	Q9SJN0
O80748	Q9C9F0
Q84R27	Q9CAA4
A0A178U8Q1	Q9C9L2
O81834	Q8VYD2
F4K1A8	Q8LBW3
Q8VYK4	Q9FGP8
Q9C8Z9	Q9FLE9
Q8LPR5	Q9FG68
Q93XM6	Q9FME3
F4K1A8	O64647
Q9C9L2	Q9MAL9
Q8LPR5	Q945M9
Q8LC79	Q8LPR5
Q8LPR5	Q9LVG2
Q38829	Q8LAL2
Q7XJK6	Q93Z00
F4JI72	Q9FMY5
F4JI72	Q8GV05
Q7XJL1	Q9FGZ5
O64647	Q9LVS0
A2RVQ5	Q9SIZ5
F4K5T4	Q9CAV7
Q93XW7	Q9SFV2
A0A178VFA3	Q9LEZ9
Q9FG01	Q9LXG0
F4JCN9	O80482
C0SUW7	Q9LDD4
Q766C0	Q9LM46
Q9ASX9	Q9FY69
A9LNK9	C0SUZ3
F4JI72	O04292
Q39057	Q9FZF2
O24407	Q38824
Q9C518	Q9ZVP8
Q9C518	Q9FTA2
O49608	O80748
O80748	Q9LXD8
O80748	Q39262
Q5XVH0	Q9S7H5
Q9S7Y1	Q9SIZ5
O22781	Q9C9L2
F4K5X6	Q9C7T4
Q945M9	Q9SIV3
Q1PF16	Q9T072
Q0V7X4	Q56XR0
Q5XVH0	Q8L5W8
Q8L7G0	Q94JM3
Q8L925	Q9XIN0
Q58G01	Q9C7T4
F4JI72	Q8S307
Q93Z00	Q9SIT9
Q0WPF2	Q9ZW36
Q38831	Q9XFM0
Q39262	Q8LPR5
Q8LPR5	Q9FL64
Q9LK48	Q9LXU1
Q9FMY7	Q9LHF0
B3H506	Q9LXU1
Q9LXY8	Q9SN78
Q93VJ4	Q93Z00
Q39262	Q93Z00
Q9LXU1	Q9LYL9
F4K1A8	Q9ZSI7
Q9C5T4	Q9XEC3
Q94BZ5	Q9FK72
P49677	Q9LXU1
O23379	Q9LXU1
Q84MB2	Q9LXU1
Q56XR0	Q9LXA9
Q8L8A5	Q9FMX2
Q5XVH0	Q9FE22
Q8L4B2	Q8VY64
Q8L4B2	Q96502
Q9C9L2	Q9XI84
Q56XU4	Q93Z00
A9LNK9	Q9C9L2
O04292	Q9C9L2
Q9C5G0	Q9FME3
Q93Z00	Q9LQF0
Q6X7J9	Q9ZSI7
Q8VZI9	Q9FZF2
O64647	Q9C518
Q5XVH0	Q8S3D2
Q9LQM7	Q9LVW2
Q9C6V3	Q9M128
Q8S307	Q9C9L2
Q9C9L2	Q9LQZ5
Q39163	Q93ZE2
Q9FGP8	Q9SIT9
P93751	Q9SIV3
P59583	Q9ZVC9
Q9FMF4	Q9XIN0
P59467	Q8LBW3
O82277	Q9FMC2
O64647	O80340
O82239	Q39262
O23090	Q9S7W5
Q9S7W5	Q9T0B9
Q84JA7	Q9SZL8
P46639	Q8VZI9
Q8LPR5	Q93VJ4
F4K5T4	Q05153
Q9SCQ6	Q9SN22
Q9FFH3	Q9SN22
Q9FNB9	Q9LES3
F4JI72	Q84MB2
Q8S3D1	Q8S3D5
P33077	Q9LXU1
Q6DBP8	Q9SRM4
P93007	Q9LQF0
Q84TK1	Q8LDC8
Q9ASZ1	Q9SJM4
F4IP06	O80450
Q9FGP8	Q9SLG0
P29382	P29385
Q9LV52	Q9SV12
Q84WK0	Q9C8Z9
Q8GYY1	Q9SFD5
A0A178VFA3	P46639
Q9ASZ1	Q9LV59
Q8LA53	Q9CAV7
Q8VZI9	Q9LM84
C0SUZ3	Q29PT3
O64647	Q9SLA1
Q93Z00	Q9C518
P35631	Q8LPR5
A0A178WKB2	O82277
O82277	Q9LEZ9
O82277	Q9FG01
Q9LXU1	Q9XEE6
P46604	P92953
O64647	Q93ZL5
O82248	Q4PSE2
Q8LSZ4	Q8VZI9
Q8LPR5	Q9LKL2
Q8L8A5	Q9M1U4
Q8L8A8	Q93Z00
Q6R053	Q93Z00
P49592	Q9SMP0
O81788	Q9SUT6
P46600	Q9LXU1
Q9C5K8	Q9LNJ5
Q39264	Q9C9L2
Q9LQF0	Q9LXD8
Q7G1L2	Q9S7H5
Q9C690	Q9T0B9
Q4PSE2	Q8H1G0
Q9C518	Q9FMX2
O80748	Q9SIB4
A0A178VFA3	Q9S7Y1
F4J2A8	Q9C9L2
Q8LC79	Q9C9L2
O64722	Q84JG2
O22179	Q9LXU1
O82277	Q4PSE2
Q9LG02	Q9LTT3
Q9C9F0	Q9ZSI7
O82277	Q9C9H1
P35631	Q93Z00
O64647	Q9LQZ5
Q9FL03	Q9SJW0
Q9M2U4	Q9SI19
O22152	O48847
P42776	Q9FNB9
O82248	Q9FGP8
Q9LXG0	Q9S763
A0A178VFA3	Q8GWP0
Q38829	Q9C5W9
F4JI72	Q0WPF2
Q1G3I2	Q9T0B9
Q9FY69	Q9LXD8
Q9FME3	Q9LXU1
A0A178UQH2	O04017
A0A178VFA3	Q93Y00
Q9SN22	Q9ZWA6
Q38822	Q9LXU1
Q96288	Q9SIZ5
Q9SY59	Q9ZW36
Q93WJ9	Q9LDT3
Q9C9L2	Q9FX53
A0A178VFA3	Q94JW8
Q9C9L2	Q9SIT9
Q05153	Q9C6K4
O64722	Q9FMY7
O82239	Q9SIV3
C0SV91	Q9SJU5
Q8S3F1	Q94AY3
Q9FGB0	Q9XIN0
O82277	Q93VJ4
O82277	Q39262
Q38831	Q9LXU1
A0A178VFA3	Q9SJ56
Q9LXU1	Q9ZW73
O64647	P94077
O64647	Q9FTA2
O80340	Q9S7W5
O65517	Q9S7W5
Q8VZI9	Q9SZC2
Q8VZI9	Q9FMM7
Q7XJK6	Q8LPR5
F4K5X6	Q8LPR5
Q8LPR5	Q9FIX8
Q05153	Q93XW7
Q8L746	Q9LU92
O81323	Q93Z00
Q9LXU1	Q9SV12
Q8L8A7	Q9M274
Q9LXG8	Q9ZSI7
F4K5X6	Q9LXD8
F4K2U3	Q9FIW6
Q93Z00	Q9MAL9
P93830	Q93Z00
P93822	Q9SFV2
Q8H1G0	Q8L4B2
O23310	Q8L4B2
Q56XU4	Q9LVG2
A0A178UQH2	Q9FH59
A9LNK9	Q9FE22
F4IPE3	Q94C37
Q8L4B2	Q8LDM8
O82617	Q6DBP8
A0A178WP44	Q9FMC2
A0A178VFA3	Q9SK91
Q9FML4	Q9SHE9
Q9C518	Q9SB92
O80748	Q9C9H1
Q8GWP4	Q8LPR5
F4JN35	Q9XIN7
Q7XJU1	Q8S3D5
P93007	Q94AW5
F4JI72	Q84VG7
Q84VG7	Q9LEZ9
O23661	Q9S7W5
Q9FMC2	Q9SIZ5
Q8W475	Q9SFD5
A0A178VFA3	Q9LVG2
P46600	P46602
Q8VZ22	Q9M128
O23210	Q8LAJ7
O23379	Q1G3I2
Q8GY61	Q9M0B9
Q9FLE9	Q9M0B9
Q58CM8	Q944I5
P61827	Q9LXU1
Q9FFH0	Q9LXU1
Q9FMX2	Q9MAL9
Q94C37	Q9LEZ9
Q8L4B2	Q9SYH4
Q8L4B2	Q9FME3
Q9SSA8	Q9XI84
Q8L8A6	Q9XI84
Q93Z00	Q9XI84
C0SUW7	Q56XU4
Q94JL3	Q9SK91
Q8LPR5	Q9LQX5
C0SUZ3	Q9LQF0
C0SUZ3	O23210
F4I3E6	Q8S3D5
Q9C519	Q9ZSI7
Q8LPR5	Q9SEZ4
O04541	Q9SIJ0
O04541	O65499
O04541	Q84K31
P43273	Q93ZE2
Q9XEC3	Q9ZSI7
Q9FKM7	Q9XED8
Q93VJ4	Q9M0B9
Q84MB2	Q9FG01
Q8L8A8	Q9LXU1
F4K1A8	Q9FTA2
O65154	Q9LXU1
F4K5X6	Q9FMX2
Q93W88	Q9LV17
F4JI72	Q501D3
A8MS70	O82617
A1YKT1	F4K5X6
Q8LPR5	Q9FH95
Q945M9	Q9ZVC9
O65426	Q9ZVC9
Q9FHS0	Q9ZQH2
Q9AT61	Q9FML4
O82277	P48000
O82277	Q9LKL2
O65426	Q58G01
Q58G01	Q9FMF4
Q570R7	Q8L5W8
Q9FY69	Q9S7W5
P46601	Q9S7W5
Q9FH95	Q9S7W5
Q9LJB7	Q9SSE5
F4K1A8	Q8L8A6
Q8GXR6	Q8LPR5
Q8L8A8	Q8LPR5
Q8LPR5	Q9FG01
Q8LPR5	Q9FME3
Q8VYD2	Q9LV59
Q38829	Q8RYC8
A0A178VS74	Q9SK91
A9LNK9	Q8VY64
Q9LXU1	Q9S9Z2
Q8LG05	Q9LPF0
Q9LXU1	Q9M7Q5
Q9C690	Q9S7H5
Q8H1G0	Q9S763
O80748	Q9LQZ5
O80748	Q9SFV2
O80748	Q38895
Q84VG7	Q9C9L2
Q9C9L2	Q9LVJ7
Q9C9L2	Q9LXD8
Q8LC03	Q9LXU1
O64722	Q8RU59
Q94C37	Q9FME3
A0A178W5Y4	Q9SGD1
C0SUU6	Q9SYA9
C0SUU6	Q9SFV6
C0SUU6	Q3E9B4
C0SUW7	Q8RWG0
Q8LPR5	Q8RYD3
Q9LV59	Q9LXG0
Q8L8A7	Q93VH6
Q4PSE3	Q7X9H5
P29381	P29382
O82794	P29382
Q6J9Q2	Q9LXU1
Q6X7J9	Q9C9L2
Q9LV52	Q9SFD5
P94077	Q9M9A3
Q9LPR8	Q9ZUL3
Q8VZS3	Q9C688
Q9C9L2	Q9C9N3
Q9C9F0	Q9SZJ6
Q9C9F0	Q9FIW9
O64647	Q9C9H1
Q9C9L2	Q9CA46
Q9C9L2	Q9SEZ4
Q0V7X4	Q93ZE2
O82277	Q8RU59
F4IV99	Q9LJG8
Q9FME3	Q9ZW36
O22781	Q93Z00
P93007	Q93Z00
P93007	Q9FMX2
F4JI72	Q5PP65
F4IP06	Q9S7W5
F4IP06	Q9LXG0
O22230	Q9S7W5
Q8GY11	Q8VZI9
F4J2A8	Q93Z00
Q38847	Q9SFV2
Q8LPR5	Q9SFD5
C0SUZ3	O81316
C0SUZ3	Q9FMC2
C0SUZ3	Q9LEZ9
Q9C9X7	Q9LDT3
Q7X9H1	Q8VZI9
O64722	Q8LCT6
O04292	Q9LXG8
A0A178VFA3	Q8L8A6
F4K0Q7	Q9LJG8
Q8LPR5	Q9SCQ6
P46600	Q8LPR5
Q570R7	Q8LPR5
Q38829	Q8H174
O81834	Q9LJ44
C0SVM5	Q9LJ44
P59467	Q9FML4
Q9LJW3	Q9LXU1
Q93VJ4	Q9M1U4
Q8S3D1	Q93Z00
Q8GWP0	Q9M384
O23310	Q4PSE2
Q9FIU1	Q9SDW0
F4K5X6	Q9LXG0
Q9LVS0	Q9XGN1
O82277	P93830
Q8LPR5	Q9LNV5
F4JI72	Q9LNV5
A9LNK9	Q9XI84
Q8RYC8	Q9FMF4
Q8LPR5	Q9FXH7
Q56XU4	Q9C9L2
P46639	Q9LM84
Q8GXT3	Q9SK91
Q93Z68	Q9LDT3
O22230	O64722
Q8S3F1	Q9M2X3
A0A178VFA3	O81001
O22179	Q9SIZ5
Q9LJB7	Q9SK53
Q9LXU1	Q9SK53
Q6NLH4	Q9SK53
Q9SZL8	Q9ZVC9
Q8LBW3	Q9FML4
O82277	Q9S763
Q58G01	Q9FGB0
O82617	Q9SID1
O82343	Q9FFX5
O82256	Q6NLH4
Q9FL64	Q9S7W5
O24407	Q9C5W9
Q9FML4	Q9SRL8
C0SUZ3	Q9C6V3
Q9MA75	Q9SFV2
O23077	Q9LPF0
A0A178W5Y4	Q9LSB2
A0A178VFA3	Q9FYG7
Q5XVH0	Q9LXU1
O81836	Q9C9L2
Q39262	Q9C9L2
Q9C9L2	Q9LUZ4
Q0WNR6	Q8RWG0
F4IP06	F4IPE3
A0A178VFA3	Q9SIV3
Q9LXU1	Q9SY66
A0A178WP44	Q9CA46
O23487	Q9SK91
Q6NLH4	Q8RWD0
Q9ASX9	Q9FMF4
O04027	Q39057
Q93W88	Q9C8Z9
P49678	Q9SFV2
P46639	Q9SFD5
Q8L8A6	Q8LPR5
Q8LPR5	Q9LVJ7
O80340	Q9LS00
A0A178VFA3	Q8L8A8
Q9LV59	Q9SZL8
F4JIJ7	Q9M128
F4JI72	Q05466
F4JI72	F4K5T4
F4JRH5	Q9SZL8
C0SVM5	Q1G3I2
Q93V43	Q9FJA2
O81836	Q9FME3
Q8L8A8	Q9FMX2
Q9FIW9	Q9LXU1
Q9FMM7	Q9LXU1
F4K1A8	Q9LVG2
Q8L8A5	Q9FME3
Q58G47	Q9LNJ5
F4I9R1	Q8VWG0
Q9C8Z9	Q9SRT2
F4JYG0	P46603
Q9FMX2	Q9SLA1
Q93Z00	Q9ZW36
O82248	Q9SMP0
Q93Z00	Q9SIZ5
Q9LXG0	Q9SIZ5
Q8W475	Q93Z00
Q8W475	Q9FMT4
O22781	Q9FTA2
Q9FGF8	Q9S7H5
C0SUZ3	O22264
C0SUZ3	Q8L8A8
Q6X7J9	Q8S3D2
Q6X7J9	Q9SDW0
Q84RD1	Q9FE25
Q9C9H1	Q9S7W5
O82277	Q94JW8
Q8L925	Q9LEZ3
Q9C7T4	Q9LXG0
Q8S307	Q9FMX2
Q9LQZ5	Q9SI19
Q93Z00	Q9CAR0
Q0V7X4	Q9SI38
Q8L4B2	Q9SK53
O04027	O82248
Q9LST3	Q9SY66
O82277	Q39264
Q9FX53	Q9LST3
Q8LPR5	Q9FX77
O64647	Q56XU4
Q56XU4	Q9LXG8
Q9LM84	Q9LQF0
Q9LM84	Q9M1U4
Q9C9L2	Q9SK91
Q9LDT3	Q9LVI4
Q9FFH0	Q9LDT3
Q9SGP3	Q9SQX9
O04292	Q9ZUL3
O04292	Q9FHA2
P94077	Q8L4B2
P43273	Q39163
Q7XJU2	Q8S3D5
P93830	Q9C9L2
O64647	Q8L8A5
Q8L5W8	Q9LV59
O22264	Q9LXU1
O81834	O82256
C0SVM5	O82256
Q9FMX2	Q9S7W5
Q9FGB0	Q9S7W5
O04017	Q9S7W5
Q9CAV7	Q9LYB9
Q8LPR5	Q8S3D1
P49677	Q8LAL2
Q8GXT3	Q9LXU1
P49678	Q9LXU1
O81323	P59467
Q93Z00	Q9SCQ6
Q93Z00	Q9LTH4
F4K1A8	O81316
F4JI72	Q9FG01
P46639	Q9FG01
F4K1A8	P46639
Q6DBN1	Q9LXU1
Q9M0R0	Q9T0B9
Q05466	Q9LXU1
P94077	Q4PSE2
Q93VJ4	Q9SUM5
Q9LXU1	Q9SDW0
O64647	Q945M9
C0SUW7	Q9ZPW7
O81834	Q9C7E8
C0SVM5	Q9C7E8
O81323	Q9SHE9
O22781	Q9LQF0
Q9LXU1	Q9M7Q4
Q9M7Q5	Q9SJN0
Q8H1G0	Q9FG01
Q9LG02	Q9SGS2
Q84VG7	Q9C518
Q9C518	Q9LXU1
O80748	P94077
O80748	Q9LVG2
Q94JL3	Q9LXU1
Q7X887	Q9C9L2
Q9C9L2	Q9ZVP8
Q9C9L2	Q9SB92
Q9C9L2	Q9SLA1
Q9C9L2	Q9ZW36
Q39057	Q84MZ4
Q9C7T4	Q9FG01
O64722	Q9FMC8
O81001	Q93VH6
F4IP06	O22179
Q84JG2	Q94KL5
Q8VYD2	Q9LXU1
Q9LXU1	Q9XIN0
Q8LBW3	Q9LXU1
Q8W4L5	Q94AY3
Q8W4L5	Q9C5W9
O82277	Q8LAT0
O82277	Q8GXR6
Q58G01	Q9FY69
A8MS70	Q9SID1
F4K1A8	Q9FFH0
B3H5S0	Q7X9H5
Q93W88	Q9FLI1
F4J2A8	Q94C37
Q9LNV5	Q9ZW36
C0SUZ3	Q93XM6
Q39163	Q93XM6
Q8L746	Q93XM6
Q84VG7	Q9LQT8
Q9FMC8	Q9LXG0
Q9FMX2	Q9LXD8
Q9FH80	Q9LXU1
Q94JM3	Q9LXU1
Q9FHA2	Q9LXU1
Q8RYD3	Q93Z00
O80340	Q9FMX2
Q38847	Q9LV59
Q9M2U4	Q9XGX0
Q5CCK4	Q9C5W9
F4JI72	Q9SDW0
O23487	Q84WK0
P46600	P46601
Q93Z00	Q9LVJ7
Q9LVR0	Q9SRL8
P29384	Q9SZJ6
Q8LPR5	Q9S763
Q6S591	Q93Z00
Q93Z00	Q9CA46
Q8LPR5	Q9SEZ3
Q9C7T4	Q9LXA9
Q9C9D4	Q9FM69
O64647	Q8S307
Q9LQZ5	Q9S7W5
Q8H181	Q9C6K3
Q7X887	Q9XIN7
Q7X887	Q8LPR5
Q8RU59	Q9FMC2
Q9FH54	Q9S7H5
Q93Z00	Q9SHK9
Q9S7W5	Q9SB92
Q9SI19	Q9XGX0
Q8L500	Q9SJU5
O82277	Q8GWP4
Q38829	Q8GWP4
P29382	Q9FVC1
O22230	Q38840
A1YKT1	Q9SLA1
Q9FTA2	Q9SLA1
Q9LKL2	Q9ZW36
O22798	Q9C598
P61827	P93007
Q93Z00	Q9SJ50
F4IP06	Q38847
O80438	Q8LPR5
Q9M565	Q9SLG0
Q0WPF2	Q9SIZ5
O22230	Q8LPR5
P93751	Q0WPF2
Q8VZI9	Q8W475
O82239	Q93Z00
Q8LAT0	Q9S7W5
Q9S763	Q9S7W5
Q9C9H1	Q9LT89
Q56XU4	Q9LQF0
O82277	Q56XU4
Q56XU4	Q9FTA2
Q9FMX2	Q9LM84
A0A178W5Y4	Q7X9H1
F4IPE3	Q9LDT3
O64647	Q9LDT3
Q9FMX2	Q9LDT3
Q0V7X4	Q8GW32
P68350	Q8VZI9
A9LNK9	Q9SIV3
A9LNK9	Q9LKL2
F4IPE3	O04292
O04292	Q0WPF2
Q84JP1	Q9S7W5
O80748	Q9C5G0
C0SUZ3	Q94JW8
C0SUZ3	O82239
C0SUZ3	P46639
C0SUZ3	Q9FFH0
Q9LQF0	Q9LT89
Q58G01	Q6X7J9
P46639	Q6X7J9
A0A178WKB2	Q93Z00
Q84JA7	Q9LNF4
A0A178W5Y4	Q9FK42
F4I9R1	Q04088
O64722	Q9C9N3
Q6S592	Q8LPR5
Q93Z00	Q9LNP6
O82277	P0C7Q8
Q9FXH7	Q9LQF0
O22759	Q8LPR5
Q8GY55	Q8L4B2
Q8LPR5	Q9FML4
Q39237	Q8LPR5
Q9LXU1	Q9M7Q2
Q9LT67	Q9M128
F4JI72	Q8GXL7
Q8S3D2	Q9LXD8
Q9LJW5	Q9LXG0
B3H7D8	Q9M1U4
P48000	Q93Z00
Q93Z00	Q9FIX8
Q93Z00	Q9FH95
O23310	Q9SMP0
F4K1A8	Q9SVX5
O23090	Q9LXU1
P46639	P48731
Q9LV17	Q9SUM5
Q84WK0	Q93VJ4
Q9LKG8	Q9SW63
Q9LXD8	Q9LXU1
Q9LXU1	Q9LXV2
P29382	Q9FIS1
Q8GV05	Q9FMC2
Q93Y00	Q9ZUG9
Q7XJU2	Q9FMX2
Q8H102	Q9M0R0
Q93XM6	Q9LQF0
